swc_name,length_um,start_x,start_y,start_z,start_structure,start_structure_name,start_hemisphere,end_x,end_y,end_z,end_structure,end_structure_name,end_hemisphere,start_region_hemi,end_region_hemi
AA0938.swc,73511.47,4618.3984,5769.8643,7755.078,CP,Caudoputamen,Right,7321.937,2242.6025,8518.771,CA1,Field CA1,Right,CP_Right,CA1_Right
AA0941.swc,103822.086,1282.7904,3017.2893,7702.2803,root,root,Right,5438.742,1402.6016,10640.477,root,root,Right,root_Right,root_Right
AA0944.swc,101221.13,9112.659,2770.8147,5263.3457,PAG,Periaqueductal gray,Left,4722.3125,6248.7617,14040.527,outside_brain,outside_brain,Right,PAG_Left,outside_brain_Right
AA0945.swc,121041.76,8879.627,1659.898,7115.1255,RSPv1,"Retrosplenial area, ventral part, layer 1",Right,6027.6567,6689.718,9281.736,PIR,Piriform area,Right,RSPv1_Right,PIR_Right
AA0956.swc,167253.34,2708.3599,3433.7617,3948.9368,ORBl5,"Orbital area, lateral part, layer 5",Left,5674.632,7284.921,13109.181,outside_brain,outside_brain,Right,ORBl5_Left,outside_brain_Right
AA0992.swc,134988.58,5934.4556,4284.2188,8983.083,CP,Caudoputamen,Right,6492.9766,7161.203,13102.592,outside_brain,outside_brain,Right,CP_Right,outside_brain_Right
AA1021.swc,68199.66,7164.6562,4085.2388,11939.394,outside_brain,outside_brain,Right,4287.039,4284.337,6205.416,LSr,"Lateral septal nucleus, rostral (rostroventral) part",Right,outside_brain_Right,LSr_Right
AA1040.swc,22442.338,5729.978,5901.067,8027.995,FS,Fundus of striatum,Right,5126.125,4381.6846,6066.7676,SF,Septofimbrial nucleus,Right,FS_Right,SF_Right
AA1043.swc,89038.03,8415.281,3448.8506,3907.6133,APN,Anterior pretectal nucleus,Left,5121.0625,6362.3506,13618.984,outside_brain,outside_brain,Right,APN_Left,outside_brain_Right
AA1044.swc,292818.66,7091.187,5441.7476,7897.2817,int,internal capsule,Right,7752.508,4527.005,4317.867,ml,medial lemniscus,Left,int_Right,ml_Left
AA1050.swc,102992.5,7514.922,2096.1323,4238.951,DG-mo,"Dentate gyrus, molecular layer",Left,5950.2734,7252.3438,11072.574,root,root,Right,DG-mo_Left,root_Right
AA1051.swc,105402.27,8727.422,3286.0642,3949.8108,SCig,"Superior colliculus, motor related, intermediate gray layer",Left,4372.0547,4068.5693,10310.697,root,root,Right,SCig_Left,root_Right
AA1069.swc,133953.5,7683.1025,6366.467,11690.818,outside_brain,outside_brain,Right,4482.539,3397.2822,6543.9863,VL,lateral ventricle,Right,outside_brain_Right,VL_Right
AA1078.swc,50369.438,8812.911,3389.082,4021.653,MB,Midbrain,Left,6184.961,7300.2744,12856.334,outside_brain,outside_brain,Right,MB_Left,outside_brain_Right
AA1100.swc,75489.74,4370.916,5765.8604,6885.087,ACB,Nucleus accumbens,Right,5304.8223,4556.875,11008.013,root,root,Right,ACB_Right,root_Right
AA1107.swc,120031.78,4346.2515,6022.9033,7402.4336,ACB,Nucleus accumbens,Right,4101.875,7116.2666,12780.484,outside_brain,outside_brain,Right,ACB_Right,outside_brain_Right
AA1132.swc,116665.53,4312.8125,5949.658,7349.7617,ACB,Nucleus accumbens,Right,4162.3516,7549.171,13300.896,outside_brain,outside_brain,Right,ACB_Right,outside_brain_Right
